,Product Name,Sale Price,Market Price,Discount Offered,Product Rating,No_of_rating,No_of_review,Product Specs,Category,Product Company
3072,Greta Neo Autoclean 90 Auto Clean Wall Mounted Black 1350 CMH Chimney,14479,41990,65,4.1,19,2,"[""Suction Capacity: 1350 CMH"", ""Size: 90 cm"", ""2 Years Comprehensive & 10 Years On Motor""]",Chimney,Hindware
3073,MAINZ DHC 60| Filter Less | Dry Heat Auto Clean Wall Mounted Black 1180 CMH Chimney,14589,25990,43,4.0,289,30,"[""Suction Capacity: 1180 CMH"", ""Size: 60 cm"", ""2 Years Warranty for all Parts i.e. PCB, Blower, Touch, Button / Switches are covered and 5 Years Warranty on Motor""]",Chimney,Kaff
3074,EMERALD-NEO-60-FL-HAC Auto Clean Wall Mounted Black 1400 CMH Chimney,11499,33990,66,4.2,58,7,"[""Suction Capacity: 1400 CMH"", ""Size: 60 cm"", ""2 Year Comprehensive + 10 Years on Motor""]",Chimney,LIVPURE
3075,"EcoFlow 60cm Pyramid Kitchen chimney, 1150 CMH, Baffle Filter, 130W Copper Motor Wall Mounted...",3999,10990,63,4.4,0,0,"[""Suction Capacity: 1150 CMH"", ""Size: 60 cm"", ""1 Year Warranty on Product and 5 Years Warranty on Motor Installation & Demo Please contact for Installation within 24-48hrs of purchase. Installation will be done within 72hrs. Warranty is only applicable after registration with Amplesta. For Installation, warranty and after sales services, please contact on Toll Free : 1800-891-1312(All India), Whatsapp number : 85650-94444 or write us on customercare@amplesta.com. Call Service between 9:30 am to 6:30 pm. For installation, standard charges @Rs 650 will be applicable.""]",Chimney,Amplesta
3076,SS60-Voice Control Auto Clean Wall Mounted Black 1400 CMH Chimney,9449,36999,74,5.0,0,0,"[""Suction Capacity: 1400 CMH"", ""Size: 60 cm"", ""5 Years""]",Chimney,Maplin
3077,Greta Neo Autoclean 90 Auto Clean Wall Mounted BLACK 1350 CMH Chimney,14459,35000,58,1.0,0,0,"[""Suction Capacity: 1350 CMH"", ""Size: 60 cm"", ""2 Years Comprehensive & 10 Years On Motor""]",Chimney,Hindware
3078,MIA SS 60 1000m3 BF LTW Pyramid SS 60 cm| Baffle Filter | Low Noise Wall Mounted Silver 1000 CMH ...,11773,11995,1,4.0,345,28,"[""Suction Capacity: 1000 CMH"", ""Size: 60 cm"", ""1 Year on Product and 7 Years on Motor""]",Chimney,Glen
3079,Hood Maple BLDC FL HC BK 75 Auto Clean Wall Mounted Black 1500 CMH Chimney,27591,45490,39,3.6,13,2,"[""Suction Capacity: 1500 CMH"", ""Size: 75 cm"", ""12Yrs on Motor,5Yrs Comprehensive Warranty by Faber""]",Chimney,FABER
3080,VIVA 60 BLACK Wall Mounted Black 800 CMH Chimney,3299,9999,67,3.9,4102,474,"[""Suction Capacity: 800 CMH"", ""Size: 60 cm"", ""To avail warranty please register your product's warranty online by scanning the QR Code mentioned on the box. Please note the warranty will not be considered if not registered online.""]",Chimney,RUWA
3081,HOOD INDIGO IN HC SC FL BK 90 Auto Clean Curved Glass 90 cm|Filterless|Heat Autoclean| Touch ...,6999,19990,64,4.4,1228,246,"[""Suction Capacity: 1350 CMH"", ""Size: 90 cm"", ""1 Year Comprehensive Warranty on Product & 5 Years Warranty on Motor""]",Chimney,Eurodomo
3082,HOOD EVEREST IN HC SC FL LG 60 Auto Clean Ceiling Mounted Light Grey 1200 CMH Chimney,12969,31990,59,4.3,9,1,"[""Suction Capacity: 1200 CMH"", ""Size: 60 cm"", ""12Yr Warranty on Motor (2Yr Comprehensive)""]",Chimney,FABER
3083,Oscar 900 Auto Clean Wall Mounted Black 1000 CMH Chimney,15990,32145,50,4.0,52,3,"[""Suction Capacity: 1000 CMH"", ""Size: 56 cm"", ""1 Year Manufacturer Warranty""]",Chimney,Prestige
3084,LIV-IVY-60-FL-HAC Auto Clean Wall Mounted BLACK 1350 CMH Chimney,11499,37990,69,3.0,4,1,"[""Suction Capacity: 1350 CMH"", ""Size: 60 cm"", ""2 years comprehensive warranty & 10 years on Motor""]",Chimney,LIVPURE
3085,HOOD SAPPHIRE PB BF BK 60 Pyramid Shape 60 cm| 3 Layer Baffle Filter|Powerful suction | 5 Yea...,4499,11990,62,4.0,181,28,"[""Suction Capacity: 1000 CMH"", ""Size: 60 cm"", ""1 Year Comprehensive Warranty on Product & 5 Years Warranty on Motor""]",Chimney,Eurodomo
3086,Paradise 60 BLDC Silent Auto Clean Wall Mounted Black 1550 CMH Chimney,13990,34990,60,4.0,16,12,"[""Suction Capacity: 1550 CMH"", ""Size: 60 cm"", ""2 Years Comprehensive Warranty On Product and 10 Years Warranty on Motor""]",Chimney,Uplift
3087,Paradise 75 BLDC Silent Auto Clean Wall Mounted Black 1550 CMH Chimney,14989,39990,62,4.0,16,12,"[""Suction Capacity: 1550 CMH"", ""Size: 75 cm"", ""2 Years Comprehensive Warranty On Product and 10 years Warranty on Motor""]",Chimney,Uplift
3088,HOOD POLO IN HC SC BK 60 Auto Clean Wall Mounted Black 1200 CMH Chimney,12519,26990,53,4.3,37,4,"[""Suction Capacity: 1200 CMH"", ""Size: 60 cm"", ""2 years""]",Chimney,FABER
3089,Smart Appliances Forenza Blk 60 Wall Mounted Black 1100 CMH Chimney,7999,21990,63,3.9,108,9,"[""Suction Capacity: 1100 CMH"", ""Size: 60 cm"", ""5 Years on Motor and 1 Year on Product""]",Chimney,Hindware
3090,LIV-IVY-90-FL-HAC Auto Clean Wall Mounted BLACK 1350 CMH Chimney,12499,43990,71,3.0,4,1,"[""Suction Capacity: 1350 CMH"", ""Size: 90 cm"", ""2 years comprehensive warranty & 10 years on Motor""]",Chimney,LIVPURE
3091,ISPA 60 cm BL filterless Auto Clean Curved Glass 60 cm|Touch & Gesture Control| Autoclean| Filter...,8999,19995,54,4.2,4938,431,"[""Suction Capacity: 1050 CMH"", ""Size: 60 cm"", ""1 Year Warranty on Product, , 7 Years Warranty on Motor""]",Chimney,Glen
3092,Hood Curvy Plus BK TC LTW 60 (110.0393.697) Wall Mounted Black 1000 CMH Chimney,8991,41390,78,3.1,15,2,"[""Suction Capacity: 1000 CMH"", ""Size: 60 cm"", ""1 Year Comprehensive Warranty , 12 Years on Motor & Rotor""]",Chimney,FABER
3093,MARCELLA 60 | Filterless Technology | MaxX Suction 1700 m³/hr* | BLDC Motor | Auto Clean Wall...,22980,44990,48,4.1,7,0,"[""Suction Capacity: 1700 CMH"", ""Size: 60 cm"", ""1 Year Comprehensive Warranty and Lifetime Warranty on Motor""]",Chimney,Hindware
3094,HOOD PLUTO PB BF BK 60 Pyramid Shape 60cm|3 Layer Baffle filter|Powerful suction |Low Noise Wall...,6110,19990,69,4.4,3733,821,"[""Suction Capacity: 1000 CMH"", ""Size: 60 cm"", ""1 year on product & 12 year on motor""]",Chimney,FABER
3095,EMERALD-NEO-60-FL-HAC Auto Clean Wall Mounted Black 1400 CMH Chimney,11499,33990,66,4.1,19,2,"[""Suction Capacity: 1400 CMH"", ""Size: 60 cm"", ""2 Year Comprehensive + 10 Years on Motor""]",Chimney,LIVPURE
3096,BK60CHIMNEY Wall Mounted Black 880 CMH Chimney,4995,12990,61,4.0,400,48,"[""Suction Capacity: 880 CMH"", ""Size: 60 cm"", ""Limited Life time warranty""]",Chimney,Greenchef
3097,Cosmo BK 60 Wall Mounted Black 1000 CMH Chimney,4599,15699,70,3.7,134,20,"[""Suction Capacity: 1000 CMH"", ""Size: 60 cm"", ""1 Year Warranty on Product""]",Chimney,Fabiano
3098,"60cm Ornate Plus 1450 m3/h Suction, Filterless, Touch Control, Led Lights Auto Clean Wall Moun...",11989,28990,58,4.0,44,4,"[""Suction Capacity: 1450 CMH"", ""Size: 60 cm"", ""Warranty : 1 Year General Warranty (Main PCB and Blower- 2 years, Motor: 15 years). Please contact for Installation within 24-48hrs of purchase. Installation will be done within 72hrs. Warranty is only applicable after registration with Blowhot. For Installation, warranty and after sales services, please contact on 9109278887 or 1800-890-0998 ( All India ) or write us on support@blowhotindia.com. For installation, standard charges @Rs 600 will be applicable.""]",Chimney,Blowhot
3099,Hood Super 3D Plus T2S2 BK TC LTW 90 Wall Mounted Black 1150 CMH Chimney,18401,34590,46,3.9,44,7,"[""Suction Capacity: 1150 CMH"", ""Size: 90 cm"", ""1 Year Comprehensive Warranty, 12 Years on Motor & Rotor""]",Chimney,FABER
3100,GARNET FILTERLESS 60 Wall Mounted Black 800 CMH Chimney,3499,8999,61,3.9,378,36,"[""Suction Capacity: 800 CMH"", ""Size: 60 cm"", ""5 Years warranty on motor.1 year warranty on switch, blower and LED light. To avail warranty please register your product's warranty online by scanning the QR Code mentioned on the box. Please note the warranty will not be considered if not registered online.""]",Chimney,RUWA
3101,HOOD BONITO 3D IN HC SC FL BK 75 Auto Clean T-Shape 75cm| Touch & Gesture Control| Autoclean| Fi...,12780,28990,55,4.4,760,157,"[""Suction Capacity: 1250 CMH"", ""Size: 75 cm"", ""2-year comprehensive warranty on product & 8 years on motor""]",Chimney,FABER
3102,MARCELLA 60CM 1700CMH; ENERGY EFFICENT BLDC MOTOR AND MOTION SENSOR (YEAR 2023) Auto Clean Wa...,22977,44990,48,4.3,13,2,"[""Suction Capacity: 1700 CMH"", ""Size: 60 cm"", ""3 Year Comprehensive and 12 Years Warranty on Motor""]",Chimney,Hindware
3103,HOOD MERCURY PRO IN HC SC BK BF 60 Auto Clean T-Shape 60cm| Touch & Gesture Control| Autoclean| ...,25000,25990,3,4.4,5395,1184,"[""Suction Capacity: 1200 CMH"", ""Size: 60 cm"", ""2 years comprehensive warranty & 8 years on Motor""]",Chimney,FABER
3104,VIVA 60 BLACK Wall Mounted Black 800 CMH Chimney,3299,9999,67,3.9,4102,474,"[""Suction Capacity: 800 CMH"", ""Size: 60 cm"", ""To avail warranty please register your product's warranty online by scanning the QR Code mentioned on the box. Please note the warranty will not be considered if not registered online.""]",Chimney,RUWA
3105,LIV-IVY-60-FL-HAC Auto Clean Wall Mounted BLACK 1350 CMH Chimney,11499,37990,69,3.0,4,1,"[""Suction Capacity: 1350 CMH"", ""Size: 60 cm"", ""2 years comprehensive warranty & 10 years on Motor""]",Chimney,LIVPURE
3106,MG20 Wall Mounted Black 1100 CMH Chimney,9269,20990,55,4.0,137,20,"[""Suction Capacity: 1100 CMH"", ""Size: 60 cm"", ""1 year product warranty and 5 year motor warranty""]",Chimney,V-Guard
3107,Greta Neo Autoclean 90 Auto Clean Wall Mounted Black 1350 CMH Chimney,14529,41990,65,3.7,134,20,"[""Suction Capacity: 1350 CMH"", ""Size: 90 cm"", ""2 Years Comprehensive & 10 Years On Motor""]",Chimney,Hindware
3108,Cosmo BK 60 Wall Mounted Black 1000 CMH Chimney,4599,15699,70,3.8,25,5,"[""Suction Capacity: 1000 CMH"", ""Size: 60 cm"", ""1 Year Warranty on Product""]",Chimney,Fabiano
3109,HOOD EVEREST 3D IN HC SC FL LG 60 Auto Clean Wall Mounted Black 1250 CMH Chimney,15919,27999,43,4.0,181,28,"[""Suction Capacity: 1250 CMH"", ""Size: 60 cm"", ""2 years comprehensive warranty & 12 years on Motor""]",Chimney,FABER
3110,HOOD SAPPHIRE PB BF BK 60 Pyramid Shape 60 cm| 3 Layer Baffle Filter|Powerful suction | 5 Yea...,4499,11990,62,3.0,4,1,"[""Suction Capacity: 1000 CMH"", ""Size: 60 cm"", ""1 Year Comprehensive Warranty on Product & 5 Years Warranty on Motor""]",Chimney,Eurodomo
3111,LIV-IVY-90-FL-HAC Auto Clean Wall Mounted BLACK 1350 CMH Chimney,12499,43990,71,4.4,32,5,"[""Suction Capacity: 1350 CMH"", ""Size: 90 cm"", ""2 years comprehensive warranty & 10 years on Motor""]",Chimney,LIVPURE
3112,AUTO SENSE EFL 207 HAC LTW VMS 60 Auto Clean Wall Mounted Black 1350 CMH Chimney,13990,31990,56,4.4,13,5,"[""Suction Capacity: 1350 CMH"", ""Size: 60 cm"", ""Lifetime (15 years) on Motor and 2 years comprehensive from Date of Purchase""]",Chimney,Elica
3113,India 5G 90 Voice Enabled Smart Auto Clean Wall Mounted Black 1400 CMH Chimney,23999,31990,24,4.2,4938,431,"[""Suction Capacity: 1400 CMH"", ""Size: 90 cm"", ""Lifetime warranty on Motor and 1 Year Comprehensive Warranty on Product""]",Chimney,Ventair
3114,ISPA 60 cm BL filterless Auto Clean Curved Glass 60 cm|Touch & Gesture Control| Autoclean| Filter...,8999,19995,54,4.4,3733,821,"[""Suction Capacity: 1050 CMH"", ""Size: 60 cm"", ""1 Year Warranty on Product, , 7 Years Warranty on Motor""]",Chimney,Glen
3115,HOOD PLUTO PB BF BK 60 Pyramid Shape 60cm|3 Layer Baffle filter|Powerful suction |Low Noise Wall...,6110,19990,69,3.8,17,1,"[""Suction Capacity: 1000 CMH"", ""Size: 60 cm"", ""1 year on product & 12 year on motor""]",Chimney,FABER
3116,Smart Appliances Clara Neo wall mounted Kitchen Chimney 750 m3/hr Auto Clean Wall Mounted Bla...,6149,13990,56,4.0,21,1,"[""Suction Capacity: 750 CMH"", ""Size: 60 cm"", ""5 Years on Motor and 1 Year on Product""]",Chimney,Hindware
3117,Push-1100 Black Auto Clean Wall Mounted Black 1100 CMH Chimney,6689,24999,73,3.6,5,1,"[""Suction Capacity: 1100 CMH"", ""Size: 60 cm"", ""1 year warranty other than breakage .""]",Chimney,SURYA
3118,Disco 90 Musical Smart Auto Clean Wall Mounted Black 1550 CMH Chimney,13989,39990,65,3.9,113,18,"[""Suction Capacity: 1550 CMH"", ""Size: 90 cm"", ""2 Years Comprehensive Warranty On Product and 10 Years Warranty on Motor""]",Chimney,Uplift
3119,"Zylo 60PBAC Filterless 1250 m³/hr Curved Glass, Push Button Control Auto Clean Wall Mounted Bla...",8649,27500,68,4.4,6143,1548,"[""Suction Capacity: 1250 CMH"", ""Size: 60 cm"", ""7 Years warranty on motor and 2 Years warranty on product""]",Chimney,Inalsa
3120,WDFL 606 HAC LTW MS NERO Auto Clean Curved Glass 60 cm| 15 Years Motor Warranty|Heat Autoclean| ...,12999,23990,45,4.1,19,2,"[""Suction Capacity: 1350 CMH"", ""Size: 60 cm"", ""15 years on Motor & 2 years comprehensive warranty from Date of Purchase""]",Chimney,Elica
3121,EMERALD-NEO-60-FL-HAC Auto Clean Wall Mounted Black 1400 CMH Chimney,11499,33990,66,4.4,760,157,"[""Suction Capacity: 1400 CMH"", ""Size: 60 cm"", ""2 Year Comprehensive + 10 Years on Motor""]",Chimney,LIVPURE
3122,"KH206 Wall Mounted Black, Silver 1200 CMH Chimney",18450,27455,32,3.9,378,36,"[""Suction Capacity: 1200 CMH"", ""Size: 60 cm"", ""2 Years Warranty on Product and 10 Years Warranty on Motor""]",Chimney,Preethi
3123,Combo of Gas Cooktop model GH04 Prima & Kitchen Chimney BLDC60 Auto Clean Wall Mounted Black 14...,14949,49999,70,4.0,0,0,"[""Suction Capacity: 1400 CMH"", ""Size: 60 cm"", ""5 Year Motor Warranty and 1 Year forf compelte Chimney including all acessories and Aluminum Pipe other than Breakage.""]",Chimney,Maplin
3124,HOOD BONITO 3D IN HC SC FL BK 75 Auto Clean T-Shape 75cm| Touch & Gesture Control| Autoclean| Fi...,12780,28990,55,2.0,0,0,"[""Suction Capacity: 1250 CMH"", ""Size: 75 cm"", ""2-year comprehensive warranty on product & 8 years on motor""]",Chimney,FABER
3125,GARNET FILTERLESS 60 Wall Mounted Black 800 CMH Chimney,3499,8999,61,2.0,0,0,"[""Suction Capacity: 800 CMH"", ""Size: 60 cm"", ""5 Years warranty on motor.1 year warranty on switch, blower and LED light. To avail warranty please register your product's warranty online by scanning the QR Code mentioned on the box. Please note the warranty will not be considered if not registered online.""]",Chimney,RUWA
3126,India 5G 60 Voice Enabled Smart Auto Clean Wall Mounted Black 1200 CMH Chimney,17998,31990,43,4.4,13,5,"[""Suction Capacity: 1200 CMH"", ""Size: 60 cm"", ""Lifetime warranty on Motor and 1 Year Comprehensive Warranty on Product""]",Chimney,Ventair
3127,DIVO(M/BTF) 60/90 Auto Clean Wall Mounted Black 1200 CMH Chimney,24896,35000,28,4.2,926,91,"[""Suction Capacity: 1200 CMH"", ""Size: 60 cm"", ""1 year Comprehensive""]",Chimney,CAMINO
3128,CH 6060 BL AC 90 Auto Clean Wall Mounted Black 1200 CMH Chimney,15077,28995,48,2.9,10,1,"[""Suction Capacity: 1200 CMH"", ""Size: 90 cm"", ""1 Year on product & 7 Year on motor.""]",Chimney,Glen
3129,CHD-QPVI60FLE-MBL Auto Clean Wall Mounted Midnight Black 1780 CMH Chimney,25259,38590,34,3.9,4102,474,"[""Suction Capacity: 1780 CMH"", ""Size: 60 cm"", ""1 Year Comprehensive Warranty on Product and 10 Years Warranty on Motor""]",Chimney,Crompton
3130,VIVA 60 BLACK Wall Mounted Black 800 CMH Chimney,3299,9999,67,4.1,1134,164,"[""Suction Capacity: 800 CMH"", ""Size: 60 cm"", ""To avail warranty please register your product's warranty online by scanning the QR Code mentioned on the box. Please note the warranty will not be considered if not registered online.""]",Chimney,RUWA
3131,Elega-60 Auto Clean Curved Glass 60 cm| 6 Years Motor Warranty|Heat Autoclean| Gesture Control...,6999,25990,73,4.2,46,6,"[""Suction Capacity: 1300 CMH"", ""Size: 60 cm"", ""1Year Comprehensive + 6Years on Motor""]",Chimney,LIVPURE
3132,MARCELLA 90 | Filterless Technology | MaxX Suction 1700 m³/hr* | BLDC Motor | Auto Clean Wall...,24579,49990,50,3.9,71,15,"[""Suction Capacity: 1700 CMH"", ""Size: 90 cm"", ""3 Years Comprehensive Warranty and 12 Years Warranty on Motor""]",Chimney,Hindware
3133,Jade 90 Filterless Auto Clean Wall Mounted Black 1350 CMH Chimney,12999,24999,48,4.4,3733,821,"[""Suction Capacity: 1350 CMH"", ""Size: 90 cm"", ""7 Years warranty on motor, 1 year warranty on switch, blower and LED light. To avail warranty please register your product's warranty online by scanning the QR Code mentioned on the box. Please note the warranty will not be considered if not registered online.""]",Chimney,RUWA
3134,HOOD PLUTO PB BF BK 60 Pyramid Shape 60cm|3 Layer Baffle filter|Powerful suction |Low Noise Wall...,6110,19990,69,4.1,279,49,"[""Suction Capacity: 1000 CMH"", ""Size: 60 cm"", ""1 year on product & 12 year on motor""]",Chimney,FABER
3135,Evana 90cm Filterless Technology Motion Sensor Auto Clean Wall Mounted Black 1300 CMH Chimney,11990,25990,53,4.0,97,13,"[""Suction Capacity: 1300 CMH"", ""Size: 90 cm"", ""Lifetime Warranty On Motor - 15 Years, 2-Year On Main PCB And Blower And 1-Year General-Warranty From The Date Of Purchase.""]",Chimney,Blowhot
3136,Ex1400GO Auto Clean Wall Mounted Black 1400 CMH Chimney,12949,29999,56,3.4,16,4,"[""Suction Capacity: 1400 CMH"", ""Size: 61 cm"", ""1 Year warranty other than breakage""]",Chimney,SURYA
3137,Combo(Orient Express 3D+Hob GB 724) Auto Clean Wall Mounted Black 1225 CMH Chimney,21999,47080,53,4.2,101,12,"[""Suction Capacity: 1225 CMH"", ""Size: 60 cm"", ""1 Year Comprehensive Warranty, 5 Years on Motor""]",Chimney,FABER
3138,A10 BL140 Auto Clean Wall Mounted Black 1200 CMH Chimney,10999,20998,47,4.4,388,100,"[""Suction Capacity: 1200 CMH"", ""Size: 60 cm"", ""1 year product warranty and 5 year motor warranty""]",Chimney,V-Guard
3139,FLCG PB 900 HAC NERO Auto Clean Wall Mounted Black 1310 CMH Chimney,16000,26990,40,3.9,378,36,"[""Suction Capacity: 1310 CMH"", ""Size: 90 cm"", ""5 Years Warranty on Motor and 2 Years Comprehensive Warranty.""]",Chimney,Elica
3140,GARNET FILTERLESS 60 Wall Mounted Black 800 CMH Chimney,3499,8999,61,4.1,2636,452,"[""Suction Capacity: 800 CMH"", ""Size: 60 cm"", ""5 Years warranty on motor.1 year warranty on switch, blower and LED light. To avail warranty please register your product's warranty online by scanning the QR Code mentioned on the box. Please note the warranty will not be considered if not registered online.""]",Chimney,RUWA
3141,Evora-75 Auto Clean T-Shape 75 cm | 10 Years Motor Warranty| Heat Autoclean| Gesture Control|F...,8999,29990,69,3.9,275,25,"[""Suction Capacity: 1350 CMH"", ""Size: 75 cm"", ""1 years comprehensive warranty & 10 years on Motor""]",Chimney,LIVPURE
3142,Ruby Curve Flora 60 cm Auto Clean Wall Mounted Black 1200 CMH Chimney,8959,21000,57,5.0,2,1,"[""Suction Capacity: 1200 CMH"", ""Size: 60 cm"", ""1 Year on Product, 7 Years on Motor""]",Chimney,WONDERCHEF
3143,Novas 60 cm Filterless Auto Clean Wall Mounted BLACK 1250 CMH Chimney,7661,22999,66,4.0,289,30,"[""Suction Capacity: 1250 CMH"", ""Size: 60 cm"", ""ONE YEAR FOR COMPLETE PRODUCT, 4 YEAR MOTOR WARRANTY""]",Chimney,AMBBER
3144,"EcoFlow 60cm Pyramid Kitchen chimney, 1150 CMH, Baffle Filter, 130W Copper Motor Wall Mounted...",3999,10990,63,4.4,3706,766,"[""Suction Capacity: 1150 CMH"", ""Size: 60 cm"", ""1 Year Warranty on Product and 5 Years Warranty on Motor Installation & Demo Please contact for Installation within 24-48hrs of purchase. Installation will be done within 72hrs. Warranty is only applicable after registration with Amplesta. For Installation, warranty and after sales services, please contact on Toll Free : 1800-891-1312(All India), Whatsapp number : 85650-94444 or write us on customercare@amplesta.com. Call Service between 9:30 am to 6:30 pm. For installation, standard charges @Rs 650 will be applicable.""]",Chimney,Amplesta
3145,HOOD SYDNEY IN HC SC FL 90 Auto Clean Curved Glass | Touch & Gesture Control | Autoclean| Powerf...,11990,24990,52,3.6,21,2,"[""Suction Capacity: 1200 CMH"", ""Size: 90 cm"", ""2 years comprehensive warranty & 8 years on Motor""]",Chimney,FABER
3146,RAYLENE 60 CM | Filterless Technology | MaxX Suction 1700 m³/hr* | BLDC Motor | Auto Clean Wa...,23290,40990,43,3.8,51,7,"[""Suction Capacity: 1700 CMH"", ""Size: 60 cm"", ""Year Comprehensive and 12 Years Warranty on Motor""]",Chimney,Hindware
3147,Topaz 90 FL Auto Clean Wall Mounted Black 1350 CMH Chimney,14999,29999,50,4.4,1124,285,"[""Suction Capacity: 1350 CMH"", ""Size: 90 cm"", ""7 Years warranty on motor.1 year warranty on switch, blower and LED light. To avail warranty please register your product's warranty online by scanning the QR Code mentioned on the box. Please note the warranty will not be considered if not registered online.""]",Chimney,RUWA
